Commentaire,Sentiment
"""merci ! l?explication la plus claire que j?ai trouv? ?""",Neutral
"""merci beaucoup pour ce resume benifique""",Neutral
"""franchement ton explication est insane j'ai tout compris du premier coup merci ^^""",Negative
"""j'ai une question, aujourd'hui des grandes ?quipes sportives et esportives (je pense ? la kcorp) d?veloppent des nft, mais quelle est la nature de celles ci ?""",Neutral
"""merci fortnite""",Neutral
"""merci beaucoup pour t'es explications cela ma beaucoup aid?  :)""",Positive
"""voil? que c'est presque limpide pas les gros mots que les autres utilisent""",Neutral
"""tr?s bonne explication frero ???? continue l?che rien""",Neutral
"""?a me fait pens? aux personnes qui ach?tent des plan?tes et des ?toiles, ?a n?a aucun sens?""",Neutral
"""la vid?o est bien faite et tr?s bien mont?e ^^",Neutral
"par contre je trouve que le concept de nft est purement absurde.""",Neutral
"""les createur c?est uniquement des gens millionnaire ou connu les gens comme toi et moi ne peuvent pas creer et vendre tu n?es rien c comme acheter des nike et pas les meme sans le logo""",Neutral
"""wow la vid?o est compl?te est tr?s compr?hensive, j'ai su tout comprendre gr?ce ? ta video franchement bravo, continue t'es le boss !""",Positive
"""??""",Neutral
"""mais si on telecharge un nft gratuitement qu'est ce que cela fait ?""",Neutral
"""merci pour ta vid?o, ?a m'aide beaucoup :)""",Positive
"""merci beaucoup j'ai tout compris !""",Neutral
"""grave ?a marche nettement cette d?finition, je cherchais une d?finition r?cente car je me suis dis en un an ?a a pu chang?. tu devrais faire des vid?os sur les nft les plus co?teux, sur les popularit?es qui en vendent et en ach?tent. exemple : moi c booba qui m'am?ne ici, car j'ai vu qu'il investissait ? foiiison l? bas dedans et je me suis dis beh pourquoi y fait ?a en fait ? merci pour la vid?o, je m'abonne ;)""",Positive
"""ahh maintenant je comprends ce que ubisoft veulent faire !! merci""",Neutral
"""merci pour l?explication ??""",Neutral
"""merci, juste merci! j'avais le flou et tu m'as aid? ! top!""",Positive
"""je vais m'abonner directement continue force a toi""",Neutral
"""en gros est-ce que je me presse pour acheter n importe quoi vue que je n y connais rien lol""",Positive
"""mec tes vid?o sont tlmt quali tu m?rites bcp plus d'abo et de vues !",Neutral
"gg fr?rot""",Neutral
"""merci pour ta p?dagogie ?""",Neutral
"""je ne te connais pas , mais ta fa?on d?expliquer , ton intonation, et d??tre spontan? est super , t?arrives a captiver la personne , ?a m?riterait plus de reconnaissance""",Positive
"""grace ? toi j'ai tout compris. les vid?os sont rares avec enissay mais toujours aussi qualitatives",Neutral
"tu vas aller loin c'est sur c'est qu'une question de temps ?""",Neutral
"""la meilleure vid?o sur les nft !",Neutral
"bravo enissay pour cette clart? et cette simplification, on a besoin de plus de youtubeurs comme toi !""",Neutral
"""et bah l? voil? la vid?o qui explique clairement et simplement ce qu?est les nft. tu peux maintenant faire une vid?o pour dire aux gens pourquoi il faut faire attention avant d?acheter un nft qui peut n?avoir aucune valeur dans le futur. sinon au top. je m?abonne.""",Positive
"""bien vu la video la miff",Neutral
le montage est tjrs aussi ouf,Neutral
"gg bg""",Neutral
"""1 an apr?s les nft se sont effondr?s, je t'explique tout ici : https://www.youtube.com/watch?v=xt41j7n4bd8""",Neutral
"""vid?o au top, force ? toi !""",Positive
"""j'en entend parler tt le temps !""",Neutral
"""doge dash, led by the grammy-nominated creative director, has worked with rihanna and justin bieber!. released december 15, 2021. it's moon!!..!..!""",Positive
"""super vid?o enissay et qui te dit que ma voisine n'est pas une star ? ;)""",Positive
"""mec ta vid?o tombe a pique tu es suepr clair et la video est tr?s bien construite force ? toi tu vas alelr loin""",Neutral
"""merci yrile pour cette approche efficiente, ouverte et conforme ? l'esprit de la fondation de la blockchain. je viens donc ajout? mon soutien ? ta d?marche utile ? tous. serais-tu partant pour r?aliser une ""vulgarisation"" au starknet ? si non, ce n'est pas grave. bonne continuation. cordialement.""",Neutral
"""tr?s tr?s fort.",Neutral
"bravo ??""",Neutral
"""merci beaucoup, ton explication est assez claire, j'aimerais que tu fasse la deuxi?me partie""",Neutral
"""j'adore merci beaucoup !""",Neutral
"""peut-on imaginer une validation par mineur ""tir?s au sort"".. ne sachant pas ? l'avance qu'ils seront validateurs...on pourrait reduire le nombre de noeuds afin d'augmenter le nombre de transactions trait?es""",Neutral
"""merci yril. je comprends mieux maintenant .????""",Neutral
"""cheers for posting! looking for help: my trust wallet has some trx 20 usdt, and i possess the seed: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. what?s the best way to handle sending them to okx exchange?""",Positive
"""apr?s 400 vid?os et 150 livres , enfin je comprends la blockchain et ses enjeux pour nous ... merci cher ami""",Neutral
"""tr?s bien expliqu?""",Neutral
"""meilleur explication du monde mondial""",Neutral
"""je pense qu?il ne faut pas n?gliger la dimension psychologique et financi?re dans l?exemple de smart contract que tu prends. une soci?t? d?assurance gagne aussi de l?argent parce que, justement, les d?marches pour ?tre indemnis? sont rendues plus complexes jouant ainsi sur l?aversion ? l?effort et le statu quo?""",Positive
"""21:04 excellente vid?os bravo! juste bien distinguer le proof of work (pow) securise les blocks bitcoin avec de puissants ordinateurs qui s?curise et r?compense en bitcoin les mineurs ( notion de halving inclus dans la blockchain)et proof of stake (pos) securise les block cha?ne de type etherium mais il n?utilise pas de mineurs, mais le staking du coin pour r?aliser la s?curisation et ldistribuer des r?compenses au personnes qui ont stack? leur monnaie (immobilisation)""",Neutral
"""?galement scotch?, c'est extraordinaire cette facult? de vulgarisation que poss?de ce gar?on.",Neutral
"oui moi tr?s int?ress? pour une 2nde session sur la blockchain. bravo a vous""",Neutral
"""merci. j' ai 70 ans et je suis arriv? ? comprendre vos explications. je me suis inscrit ? votre cha?ne vid?o.",Neutral
"bravo""",Neutral
"""""contrairement ? une croyance r?pandue, le concept de smart contract n'a pas ?t? invent? par vitalik buterin ou d'autres d?veloppeurs d'ethereum mais a ?t? initialement pens? au d?but des ann?es 1990 par nick szabo, informaticien, cryptographe et par ailleurs inventeur d'un des premiers concepts de monnaie num?rique d?centralis?e, bit gold."" source : journal du net.""",Positive
"""bravo !! j'ai tout compris avec des exemples tr?s beaux et simples . une question. comment r?cup?rer son argent de la blockchain ?""",Neutral
"""vous ?tes un petit g?nie jeune homme !""",Neutral
"""magnifique,  c est tellement simple ! ???  trop fort l explication parfaite et facile de compr?hension.",Neutral
"merci.""",Neutral
"""merci de tout ce temps pour cette vid?o. j'ai beaucoup appris; je suis programmeur ? mes temps perdus.""",Neutral
"""c'est tout simplement wahou. j'ai aim? l'explication.",Neutral
"penses tu que le pi network a de l'avenir ?""",Neutral
"""merci pour cette id?e claire""",Neutral
"""ce qui se con?oit bien s ennonce clairement et les mots pour le dire viennent ais?ment .",Neutral
bravo et merci .,Neutral
"vraiment int?ressant et vivement la partie 2.""",Neutral
"""oui, je me sentais seul dans de nombreux r?seaux sans vraiment comprendre ce qu'est la blockchain et surtout ? quoi cela sert. j'ai fais gr?ce ? toi un imense bond en avant. tu as de tr?s grandes capacit?s de vulgarisateurs. bien s?r un ?pisode 2 serait passionnant.""",Neutral
"""excellent""",Positive
"""merci pour ces explications tr?s claires !!""",Neutral
"""merci yrile pour ces explications franchement abordables ! tout est tr?s nouveau pour moi et m?me impressionnant .le parall?le avec le restaurant est formidable ! je vais r??couter la vid?o certainement  plusieurs fois pour bien m' impr?gner de cette nouvelle technologie . gr?ce ? toi je vais m'int?resser ? ce domaine de la blockchain . bravo !! je m'abonne ! bien ? toi""",Neutral
"""merci pour ces super explications. simple et efficace. volontiers une suite. je suis avide de comprendre un peu plus sur ce sujet qui est si actuel et important pour pouvoir continuer ? naviguer ds notre monde en rapide mutation.""",Positive
"""merci ? et la technologie qfs ,j ai lu que c ?tait op?rationnel ,rapide ?cologique secure ind?pendant etc...tu nous expliqueras ! ?""",Positive
"""merci infiniment pour vos explications tellement claires, que malgr? mes 78 ans j'ai tout compris! j'attends la suite avec impatience.?""",Neutral
"""l'intelligence artificielle me faisait peur, ainsi que le bitcoin....car je n'y comprenais rien, gr?ce ? toi, ?  66 ans, j'ai enfin compris le principal? j'attends avec impatience une 2e vid?o,  si tu le veux bien.",Neutral
merci beaucoup pour le temps que tu as pris pour nous et pour ce partage  instructif et facile ? comprendre.,Neutral
bravo et merci yrile,Neutral
???,Neutral
"tout l'monde devrait voir cette vid?o.""",Neutral
"""bravo""",Neutral
"""bravo pour votre explication. magnifique travail de vulgarisation""",Neutral
"""merci pour ton explication, vraiment tr?s claire et accessible ! bravo pour le travail fourni et les exemples claires comme de l?eau de roche""",Positive
"""aujourd'hui on achete la crypto avec des dollars, des euros, des livres mais quand il n'y aura plus de monnaies avec quoi acheterons nous la crypto.""",Neutral
"""merci, pour cette explication.",Neutral
"avez-vous un compte telegram ?""",Neutral
"""franchement, rien ? dire , merci beaucoup, j?ai compris ?norm?ment de chose ? 22 minutes, je m?abonne""",Neutral
"""alors la chapeau ! je commente jamais les videos mais c'est m?rit? ! j'ai d? regarder 10 videos diff?rentes sur le sujet sans jamais rien comprendre ! et toi tu as reussi la ou tout le monde a ?chou? ! felicitation +1 abonn?""",Neutral
"""je dirai meme plus : un genie genial .""",Neutral
"""voici une cripto qui g?re et applique",Neutral
4 libert?s fondamentales,Neutral
st?phane laborde pose 4 libert?s ?conomiques en tant qu'axiomes de la trm.,Neutral
"libert? de choisir sa monnaie, son syst?me mon?taire.",Neutral
libert? d?acc?der aux ressources.,Neutral
la libert? de produire toute valeur ?conomique.,Neutral
"la libert? d??changer, donc estimer, comptabiliser et afficher ces valeurs, ?dans la monnaie?.",Neutral
"la ?1 (la ""june"") est la premi?re monnaie libre de l'histoire de l'humanit?. conform?ment ? la th?orie relative de la monnaie (trm) ?crite en 2010 par st?phane laborde, elle est co-cr??e sans dette, et ? part ?gale, entre tous les ?tres humains de toutes les g?n?rations pr?sentes et ? venir, sous la forme d'un ""paquet"" de monnaie, une quantit? de ?1 (une quantit? de ""junes""), appel?e dividende universel""",Neutral
"""vraiment super merci ? toi !""",Positive
"""merci c est tr?s clair""",Neutral
"""explications claires,  m?me avec ma barbe blanche j'ai tout compris,  merci !""",Neutral
"""tr?s fort, bravo. travail qualitatif et bon montage.""",Neutral
"""heureux d'avoir trouv? votre cha?ne, merci pour les explications""",Neutral
"""et bien grands mercis pour cette vid?o, tr?s claire et tr?s explicative. j'ajouterais, que moi, se mettant ? la crypto ? 63 ans, j'appr?cie particuli?rement le ""d?bit"" de vos phrases, qui pour une fois, n'est pas ? 200 ? l'heure. j'ai ?t? enseignant pendant 30 ans, et je sais que lorsqu'il y a beaucoup d'informations ? ingurgiter, tout bon p?dagogue doit r?duire le d?bit. m?me lorsque le public est jeune ! f?licitations ?""",Neutral
"""au top ! merci de mettre cette explication ? disposition du grand public gratuitement""",Positive
"""merci t?as resum? 10 ans de flou pour ma part""",Neutral
"""mais les mineurs, ce sont de vrais gens qui valident les transaction?""",Neutral
"""tr?s bien mais je recherche l'explication du minage (consensus preuve de travail). le hash des block permet l'int?grit? du contenu, mais je n'ai trouv? aucune explication claire sur le travail r?alis? par le minage. si retrouver en brute force le contenu d'un bloc ? partir de son hash, je veux bien que ca consomme beaucoup d'?nergie mais je ne vois pas en quoi ?a valide un bloc. faut-il que plusieurs mineurs trouvent un m?me contenu pour un hash donn?  ? sans compoter le ph?nom?ne de collision  (paradoxe des anniversaires). merci""",Neutral
"""ada cardano le futur""",Neutral
"""il s'agit d'une de tes meilleures vid?os. le plus b?te d'entre nous peut d?sormais comprendre la blockchain gr?ce a tes explications. tu nous fais gagner beaucoup de temps, juste merci tu es brillant.?""",Neutral
"""la meilleure explication de la blockchain ! c'est juste icnroyable comment tu as su expliquer""",Neutral
"""superbe vid?o !""",Neutral
"""sincerement explications claires, pr?cises, accessibles !? au top ! ??",Positive
"je mets rarement des commentaires aux videos mais la ca vaut le coup.""",Neutral
"""16:49 mais si c'est pas des smarts contracts qui font les transactions bitcoins qu'est ce que c'est alors(dsl d'etre un noob)""",Neutral
"""je suis tr?s impressionn? par la p?dagogie explicative et le langage simple et tr?s imag? qui permet une meilleure compr?hension.""",Neutral
"""la blockchaine ton je crois quil va bien revolutione""",Neutral
"""oui c?est super enrichissant? part 2 stp ?""",Positive
